id,person_info,label
460810839,2023-02-25 21:58:28$%$60V$%$其他品牌:琼锂电池$%$32Ah,非规范电池信息图片
460800357,2022-10-20 16:39:34$%$48V$%$其他品牌:万里锂电$%$120Ah,电池生产日期与填写信息不一致
460806495,2023-03-15 19:04:00$%$60V$%$其他品牌:大三元$%$80Ah,非规范电池信息图片
460812632,2025-02-15 09:38:05$%$60V$%$其他品牌:小哈$%$48Ah,非电池相关信息图片
460790592,2024-07-16 20:24:35$%$60V$%$其他品牌:劲锐科智能锂电$%$50Ah,电池生产日期与填写信息不一致
460800645,2022-05-18 11:21:12$%$48V$%$其他品牌:天贸锂电$%$20Ah,非规范电池信息图片
460804673,2024-09-08 07:30:35$%$48V$%$其他品牌:万锂挑一$%$30Ah,非规范电池信息图片
460800208,2024-08-22 15:23:53$%$60V$%$其他品牌:铁塔能源$%$50Ah,
460810971,2025-04-01 09:56:01$%$60V$%$其他品牌:星奇迹$%$50Ah,非规范电池信息图片
460814049,2025-03-17 07:51:16$%$60V$%$超威$%$20Ah,非电池相关信息图片
460799379,2023-04-01 20:32:12$%$48V$%$其他品牌:博邦$%$50Ah,非规范电池信息图片
460798030,2024-08-25 10:02:50$%$60V$%$其他品牌:鑫盛源锂电$%$50Ah,电池品牌图片与填写品牌信息不一致
460806402,2024-02-26 09:43:26$%$72V$%$其他品牌:爱派$%$105Ah,使用电池规格严重超标，不符合国标要求
460798143,2024-11-21 10:22:30$%$48V$%$超威$%$20Ah,非规范电池信息图片
460805049,2025-01-15 17:26:07$%$60V$%$其他品牌:满旭$%$50Ah,非电池相关信息图片
460791586,2025-01-17 10:25:09$%$48V$%$天能$%$20Ah,非规范电池信息图片|||电池生产日期与填写信息不一致
460793099,2024-10-10 17:20:21$%$60V$%$天能$%$20Ah,非规范电池信息图片
460795895,2025-03-17 10:27:09$%$70V$%$其他品牌:华跃$%$72Ah,非电池相关信息图片|||使用电池规格严重超标，不符合国标要求
460806412,2025-04-01 14:35:23$%$48V$%$其他品牌:小哈换电$%$30Ah,非电池相关信息图片
460808007,2024-04-20 15:23:43$%$48V$%$天能$%$3.3Ah,非电池相关信息图片
460792927,2023-04-17 08:43:22$%$60V$%$其他品牌:锂电池$%$60Ah,使用电池不符合规范
460805187,2024-12-28 10:43:49$%$60V$%$超威$%$20Ah,非规范电池信息图片
460796109,2024-12-18 10:00:59$%$72V$%$其他品牌:郎宸$%$80Ah,非电池相关信息图片|||使用电池规格严重超标，不符合国标要求
460794288,2023-04-18 08:04:53$%$48V$%$其他品牌:锂电池$%$60Ah,非电池相关信息图片
460796842,2021-08-12 15:00:17$%$60V$%$其他品牌:阵风锂电池$%$20Ah,非规范电池信息图片
460804801,2017-12-04 09:55:21$%$48V$%$星恒$%$24Ah,电池生产日期与填写信息不一致
460796492,2022-03-07 10:39:54$%$60V$%$其他品牌:众科锂电$%$50Ah,非规范电池信息图片|||电池品牌图片与填写品牌信息不一致
460802166,2025-01-05 12:47:31$%$60V$%$超威$%$80Ah,非规范电池信息图片|||电池品牌图片与填写品牌信息不一致|||电池生产日期与填写信息不一致|||电池额定电压/额定容量与填写信息不一致
460801125,2024-11-01 12:43:17$%$48V$%$其他品牌:星月马$%$35Ah,非规范电池信息图片
460806974,2024-08-09 14:27:59$%$48V$%$星恒$%$40Ah,非规范电池信息图片
460792269,2024-05-27 10:39:59$%$60V$%$其他品牌:蓄骑士$%$90Ah,非规范电池信息图片|||使用电池规格严重超标，不符合国标要求
460803671,2024-08-05 07:59:12$%$60V$%$其他品牌:旭派$%$20Ah,非规范电池信息图片
460811591,2024-04-10 15:19:27$%$60V$%$其他品牌:三元锂$%$70Ah,非电池相关信息图片
460812063,2024-11-17 08:22:52$%$60V$%$天能$%$60Ah,电池生产日期与填写信息不一致
460791012,2024-04-01 17:52:48$%$75V$%$超威$%$60Ah,电池品牌图片与填写品牌信息不一致|||使用电池规格严重超标，不符合国标要求
460801572,2024-10-16 10:21:55$%$72V$%$其他品牌:宁德时代$%$150Ah,使用电池规格严重超标，不符合国标要求
460800558,2024-04-12 10:23:05$%$72V$%$其他品牌:宏湾$%$50Ah,使用电池规格严重超标，不符合国标要求
460792182,2025-04-01 14:01:36$%$12V$%$超威$%$20.5Ah,电池生产日期与填写信息不一致
460795013,2022-06-06 19:08:19$%$60V$%$其他品牌:海天超$%$80Ah,非规范电池信息图片
460804013,2023-11-17 11:01:54$%$60V$%$其他品牌:鹏来换电锂电池$%$50Ah,非规范电池信息图片
460801611,2023-09-07 17:45:06$%$52V$%$其他品牌:宁德$%$66Ah,非电池相关信息图片
460806844,2022-01-11 08:07:16$%$48V$%$天能$%$15Ah,非规范电池信息图片
460810666,2024-12-09 16:00:09$%$48V$%$星恒$%$12Ah,电池生产日期与填写信息不一致
460795848,2024-10-25 18:01:32$%$60V$%$其他品牌:BMS$%$60Ah,非规范电池信息图片
460803998,2024-04-16 10:43:28$%$60V$%$超威$%$70Ah,电池品牌图片与填写品牌信息不一致|||电池生产日期与填写信息不一致|||电池额定电压/额定容量与填写信息不一致
460814663,2023-11-03 13:53:17$%$48V$%$其他品牌:桌能动力新能源$%$25Ah,电池品牌图片与填写品牌信息不一致
460795692,2024-12-09 14:05:38$%$48V$%$其他品牌:阵风$%$120Ah,非规范电池信息图片
460801050,2023-07-20 07:02:42$%$48V$%$星恒$%$24Ah,非规范电池信息图片
460804470,2025-05-01 09:18:25$%$60V$%$超威$%$60Ah,非电池相关信息图片
460800470,2025-01-08 14:44:16$%$48V$%$超威$%$20Ah,非规范电池信息图片|||电池额定电压/额定容量与填写信息不一致
460798493,2024-09-28 14:21:38$%$60V$%$其他品牌:小涴电$%$50Ah,非电池相关信息图片
460807797,2024-04-02 08:57:53$%$60V$%$天能$%$60Ah,非规范电池信息图片
460802564,2024-03-13 14:46:31$%$48V$%$其他品牌:铁塔$%$48Ah,非规范电池信息图片
460809158,2023-03-09 18:14:54$%$40V$%$超威$%$30Ah,非电池相关信息图片
460807684,2024-10-31 10:30:47$%$73V$%$超威$%$32Ah,使用电池规格严重超标，不符合国标要求
460806596,2024-10-31 18:07:15$%$30V$%$其他品牌:博邦$%$35Ah,电池额定电压/额定容量与填写信息不一致
460794180,2023-10-01 11:12:53$%$48V$%$星恒$%$24Ah,电池生产日期与填写信息不一致
460792710,2024-04-08 14:33:50$%$60V$%$超威$%$20Ah,非电池相关信息图片
460801667,2025-03-27 22:56:41$%$48V$%$天能$%$20Ah,非规范电池信息图片
460812665,2024-07-06 01:50:54$%$60V$%$其他品牌:菲力能新能源$%$20Ah,非规范电池信息图片
460801142,2025-03-18 17:36:34$%$72V$%$其他品牌:锂响换电$%$72Ah,非规范电池信息图片|||使用电池规格严重超标，不符合国标要求
460791592,2024-04-05 17:27:14$%$60V$%$其他品牌:鑫胜源$%$60Ah,非规范电池信息图片
460805478,2024-04-07 18:55:16$%$72V$%$天能$%$20Ah,使用电池规格严重超标，不符合国标要求
460814143,2023-12-10 10:28:43$%$65V$%$其他品牌:沪爵铝电池$%$65Ah,电池品牌图片与填写品牌信息不一致|||电池生产日期与填写信息不一致|||电池额定电压/额定容量与填写信息不一致
460793768,2024-06-15 10:08:11$%$60V$%$其他品牌:雅迪$%$26Ah,电池额定电压/额定容量与填写信息不一致
460799196,2024-12-27 17:50:43$%$72V$%$天能$%$20Ah,非规范电池信息图片|||使用电池规格严重超标，不符合国标要求
460811156,2025-03-04 08:30:44$%$72V$%$其他品牌:远航$%$120Ah,非电池相关信息图片|||使用电池规格严重超标，不符合国标要求
460801126,2022-12-12 08:21:26$%$48V$%$超威$%$24Ah,非规范电池信息图片
460813051,2024-12-17 15:35:57$%$60V$%$超威$%$20Ah,非电池相关信息图片
460811261,2025-02-17 10:18:55$%$12V$%$天能$%$20Ah,非电池相关信息图片
460796318,2024-12-05 14:52:44$%$60V$%$超威$%$20Ah,非规范电池信息图片
460797063,2025-01-01 17:47:36$%$60V$%$其他品牌:吉峰$%$72Ah,电池额定电压/额定容量与填写信息不一致
460802521,2025-04-16 08:00:32$%$60V$%$星恒$%$58Ah,非电池相关信息图片
460793985,2021-10-06 13:20:35$%$60V$%$其他品牌:深远大锂电$%$50Ah,非规范电池信息图片|||电池品牌图片与填写品牌信息不一致
460806826,2024-01-18 10:26:14$%$220V$%$超威$%$48Ah,非电池相关信息图片|||使用电池规格严重超标，不符合国标要求
460812539,2023-06-23 10:46:40$%$48V$%$星恒$%$24Ah,非规范电池信息图片
460790811,2023-10-28 18:45:52$%$48V$%$其他品牌:海雷$%$30Ah,非规范电池信息图片
460805321,2025-04-08 14:22:54$%$48V$%$超威$%$20Ah,非电池相关信息图片
460811440,2022-03-26 17:12:18$%$48V$%$其他品牌:宁德时代三元锂电$%$30Ah,电池品牌图片与填写品牌信息不一致|||电池生产日期与填写信息不一致
460795869,2025-04-03 16:59:12$%$48V$%$其他品牌:九号$%$30Ah,非规范电池信息图片
460806386,2025-03-16 10:42:10$%$60V$%$超威$%$20Ah,非规范电池信息图片
460803325,2024-04-22 10:31:21$%$72V$%$其他品牌:绘尔美$%$100Ah,使用电池规格严重超标，不符合国标要求
460794399,2024-10-25 16:22:02$%$60V$%$超威$%$12Ah,电池额定电压/额定容量与填写信息不一致
460794832,2024-10-28 20:16:57$%$64V$%$其他品牌:卡伯尔$%$20Ah,非规范电池信息图片
460808141,2024-07-03 01:03:55$%$48V$%$天能$%$20Ah,非规范电池信息图片
460792882,2023-10-18 10:03:57$%$60V$%$其他品牌:铵安锂电$%$60Ah,非规范电池信息图片
460797577,2022-11-10 12:35:13$%$48V$%$天能$%$20Ah,非规范电池信息图片|||电池生产日期与填写信息不一致
460806819,2025-02-15 10:22:30$%$72V$%$其他品牌:旭派$%$32Ah,使用电池规格严重超标，不符合国标要求
460797078,2024-12-14 08:19:52$%$72V$%$其他品牌:行牧人$%$135Ah,非电池相关信息图片|||使用电池规格严重超标，不符合国标要求
460799207,2024-03-09 14:12:14$%$12V$%$超威$%$32Ah,非规范电池信息图片
460794253,2023-03-04 09:22:59$%$60V$%$其他品牌:安耐行$%$80Ah,非规范电池信息图片
460797400,2021-12-13 10:00:23$%$60V$%$其他品牌:劲锐科智能锂电$%$50Ah,非规范电池信息图片
460798293,2024-07-03 12:24:50$%$48V$%$其他品牌:博邦$%$60Ah,非规范电池信息图片
460794561,2024-11-30 14:50:13$%$72V$%$其他品牌:众科$%$60Ah,使用电池规格严重超标，不符合国标要求
460796351,2022-02-11 12:39:41$%$72V$%$其他品牌:青棵锂电$%$55Ah,非电池相关信息图片|||使用电池规格严重超标，不符合国标要求
